Crop,State,Season,Quantity (kg),Price per kg (₹),Total Value (₹)
Wheat,Maharashtra,Rabi,3309,18.22,60276.59
Maize,Maharashtra,Kharif,3252,20.17,65603.28
Cotton,Gujarat,Rabi,3586,16.39,58780.06
Soybean,Gujarat,Rabi,3437,27.77,95460.15
Wheat,Tamil Nadu,Kharif,4347,22.43,97483.73
Cotton,Punjab,Kharif,4897,28.48,139467.88
Maize,Karnataka,Kharif,1872,27.17,50868.31
Soybean,Tamil Nadu,Rabi,3119,25.66,80046.92
Maize,Gujarat,Rabi,2269,25.28,57351.02
Cotton,Tamil Nadu,Rabi,1415,19.55,27669.43
Cotton,Karnataka,Kharif,1486,21.69,32230.69
Wheat,Gujarat,Kharif,645,29.64,19116.09
Soybean,Gujarat,Rabi,1156,18.3,21154.92
Wheat,Gujarat,Kharif,1670,30.93,51654.86
Soybean,Gujarat,Rabi,1905,22.69,43223.46
Maize,Karnataka,Kharif,3508,30.6,107327.48
Maize,Punjab,Rabi,1602,24.83,39776.95
Maize,Karnataka,Kharif,1359,15.26,20739.45
Cotton,Tamil Nadu,Kharif,4452,30.82,137192.12
Wheat,Punjab,Kharif,2866,28.82,82609.28
Rice,Tamil Nadu,Rabi,1359,15.7,21335.09
Cotton,Tamil Nadu,Kharif,4021,24.13,97045.9
Maize,Tamil Nadu,Rabi,3511,32.72,114875.55
Soybean,Punjab,Rabi,4241,20.65,87562.97
Wheat,Tamil Nadu,Kharif,2853,17.44,49766.63
Maize,Maharashtra,Rabi,2465,29.12,71789.43
Wheat,Tamil Nadu,Rabi,1264,30.52,38573.88
Soybean,Gujarat,Rabi,564,15.6,8796.62
Cotton,Maharashtra,Kharif,3845,27.85,107066.13
Wheat,Punjab,Rabi,3261,25.03,81638.61
Cotton,Tamil Nadu,Rabi,3207,22.6,72479.61
Wheat,Punjab,Kharif,3163,29.95,94746.54
Wheat,Gujarat,Rabi,1690,15.26,25789.07
Wheat,Karnataka,Kharif,1807,16.36,29561.22
Rice,Karnataka,Rabi,3072,20.35,62527.04
Rice,Gujarat,Kharif,2576,32.87,84677.67
Soybean,Karnataka,Rabi,713,16.75,11939.34
Maize,Karnataka,Kharif,4840,15.33,74207.22
Soybean,Gujarat,Rabi,4435,31.99,141869.82
Cotton,Punjab,Rabi,538,15.04,8093.33
Rice,Maharashtra,Kharif,637,27.02,17211.19
Cotton,Tamil Nadu,Kharif,958,23.11,22137.95
Soybean,Tamil Nadu,Kharif,920,25.31,23283.03
Soybean,Gujarat,Rabi,4493,21.67,97344.78
Soybean,Maharashtra,Rabi,3893,27.45,106864.92
Rice,Maharashtra,Rabi,4578,31.92,146121.07
Wheat,Karnataka,Kharif,3620,28.11,101749.4
Wheat,Maharashtra,Kharif,2194,21.8,47823.95
Soybean,Karnataka,Kharif,1273,19.78,25180.6
Soybean,Tamil Nadu,Kharif,1238,32.04,39664.42
Cotton,Karnataka,Kharif,963,20.49,19735.83
Soybean,Punjab,Rabi,4017,27.64,111024.0
Soybean,Maharashtra,Rabi,1850,26.44,48922.83
Cotton,Gujarat,Kharif,1313,32.48,42640.13
Maize,Gujarat,Rabi,1368,16.87,23072.56
Rice,Maharashtra,Kharif,3431,25.3,86804.44
Cotton,Punjab,Rabi,3532,19.77,69819.32
Maize,Gujarat,Kharif,3815,31.78,121221.64
Maize,Punjab,Kharif,1756,24.54,43100.31
Maize,Tamil Nadu,Kharif,1427,17.52,25007.73
Soybean,Maharashtra,Kharif,2424,18.07,43802.62
Cotton,Gujarat,Kharif,2084,32.23,67173.25
Wheat,Maharashtra,Kharif,2703,27.84,75262.41
Wheat,Karnataka,Rabi,4437,24.7,109615.68
Maize,Gujarat,Rabi,998,19.94,19895.18
Cotton,Tamil Nadu,Rabi,4948,28.53,141174.33
Rice,Punjab,Kharif,2936,30.14,88494.91
Soybean,Karnataka,Rabi,4256,22.88,97384.51
Maize,Karnataka,Rabi,3174,18.62,59089.29
Rice,Tamil Nadu,Kharif,3166,15.7,49700.23
Wheat,Gujarat,Rabi,652,15.42,10053.05
Rice,Punjab,Rabi,4659,18.14,84537.5
Cotton,Tamil Nadu,Rabi,835,32.03,26741.01
Soybean,Punjab,Kharif,2062,22.74,46880.2
Wheat,Gujarat,Rabi,3500,21.12,73933.68
Cotton,Tamil Nadu,Rabi,891,26.67,23766.6
Soybean,Tamil Nadu,Rabi,1581,30.42,48097.81
Soybean,Tamil Nadu,Kharif,2767,23.3,64466.1
Cotton,Gujarat,Rabi,1650,30.92,51021.92
Maize,Punjab,Rabi,4967,22.85,113492.97
Maize,Tamil Nadu,Kharif,629,16.43,10334.2
Rice,Maharashtra,Rabi,3101,29.0,89940.33
Soybean,Punjab,Rabi,4642,28.5,132290.37
Rice,Punjab,Kharif,1889,16.99,32092.1
Cotton,Maharashtra,Rabi,4097,17.83,73057.32
Wheat,Punjab,Kharif,1971,28.24,55665.97
Wheat,Karnataka,Rabi,2911,18.37,53468.14
Cotton,Karnataka,Rabi,2345,18.59,43587.9
Wheat,Maharashtra,Rabi,1203,26.34,31686.1
Rice,Gujarat,Rabi,4782,19.14,91529.17
Soybean,Punjab,Rabi,1667,31.91,53198.32
Soybean,Karnataka,Rabi,995,26.38,26244.42
Soybean,Tamil Nadu,Rabi,1669,17.69,29524.93
Cotton,Tamil Nadu,Kharif,4780,21.58,103155.76
Maize,Gujarat,Kharif,3665,21.3,78069.34
Rice,Tamil Nadu,Rabi,1144,22.05,25220.89
Rice,Karnataka,Kharif,3900,18.95,73921.37
Rice,Tamil Nadu,Rabi,2995,18.36,54983.46
Soybean,Karnataka,Kharif,4823,17.67,85214.96
Maize,Maharashtra,Kharif,1782,22.88,40772.83
Maize,Tamil Nadu,Rabi,1860,28.27,52585.97
Rice,Punjab,Rabi,544,31.29,17020.74
Cotton,Karnataka,Rabi,3209,18.36,58926.95
Rice,Punjab,Rabi,522,32.8,17122.85
Rice,Karnataka,Kharif,3193,31.7,101216.83
Rice,Maharashtra,Kharif,4747,23.35,110819.87
Maize,Karnataka,Rabi,4774,21.24,101413.46
Rice,Tamil Nadu,Kharif,1927,28.44,54794.67
Soybean,Tamil Nadu,Kharif,1704,16.47,28057.91
Rice,Punjab,Kharif,1672,18.17,30372.43
Soybean,Tamil Nadu,Rabi,2643,26.87,71024.85
Soybean,Punjab,Kharif,3250,34.5,112140.91
Rice,Gujarat,Kharif,1159,24.66,28580.01
Wheat,Maharashtra,Rabi,3383,27.92,94461.83
Cotton,Karnataka,Kharif,4606,23.76,109453.13
Soybean,Punjab,Rabi,4912,24.64,121047.26
Wheat,Punjab,Kharif,4737,30.69,145373.71
Maize,Tamil Nadu,Rabi,1518,18.07,27423.91
Wheat,Gujarat,Rabi,4123,26.55,109470.12
Wheat,Punjab,Kharif,1412,16.71,23597.7
Maize,Karnataka,Kharif,3472,25.39,88149.01
Cotton,Gujarat,Rabi,2128,27.81,59173.98
Maize,Maharashtra,Rabi,3430,33.94,116430.89
Rice,Maharashtra,Rabi,3298,20.67,68157.53
Cotton,Maharashtra,Rabi,4659,33.15,154439.72
Cotton,Karnataka,Kharif,4296,24.34,104572.58
Maize,Tamil Nadu,Rabi,3739,29.62,110761.94
Rice,Karnataka,Kharif,4654,29.6,137757.57
Soybean,Punjab,Kharif,2072,32.0,66294.69
Soybean,Maharashtra,Kharif,3267,24.96,81532.53
Maize,Gujarat,Kharif,1272,25.54,32482.86
Maize,Karnataka,Rabi,2531,24.68,62469.4
Wheat,Punjab,Rabi,3333,16.22,54067.24
Wheat,Maharashtra,Kharif,1663,33.34,55447.61
Soybean,Karnataka,Kharif,4931,22.01,108544.63
Rice,Punjab,Kharif,3767,24.59,92631.61
Cotton,Punjab,Kharif,2904,30.99,89983.19
Soybean,Gujarat,Kharif,1480,30.76,45530.16
Cotton,Punjab,Rabi,3565,31.21,111269.36
Maize,Maharashtra,Kharif,3591,29.46,105807.99
Soybean,Karnataka,Rabi,891,23.36,20815.52
Wheat,Tamil Nadu,Rabi,2669,23.01,61423.72
Soybean,Gujarat,Rabi,3252,30.5,99182.1
Wheat,Karnataka,Rabi,1231,19.79,24365.6
Maize,Karnataka,Rabi,4588,15.53,71247.48
Maize,Karnataka,Kharif,4545,20.97,95303.84
Soybean,Karnataka,Rabi,3232,34.89,112769.39
Cotton,Punjab,Kharif,3872,18.95,73360.78
Soybean,Gujarat,Rabi,3646,28.62,104334.81
Maize,Karnataka,Rabi,3891,27.78,108094.21
Soybean,Gujarat,Kharif,3737,32.33,120826.01
Rice,Karnataka,Kharif,3218,15.3,49228.43
Cotton,Maharashtra,Kharif,2611,26.96,70394.32
Soybean,Punjab,Rabi,3985,23.39,93228.33
Maize,Gujarat,Rabi,4839,16.93,81925.88
Maize,Punjab,Rabi,567,28.47,16140.99
Cotton,Tamil Nadu,Rabi,1839,21.86,40207.91
Wheat,Punjab,Rabi,3539,23.5,83179.66
Soybean,Gujarat,Kharif,3878,23.61,91541.83
Cotton,Maharashtra,Kharif,4940,22.09,109147.95
Wheat,Maharashtra,Rabi,4107,16.75,68811.25
Soybean,Gujarat,Kharif,3689,30.93,114087.91
Maize,Maharashtra,Kharif,4344,31.74,137887.32
Cotton,Karnataka,Rabi,2463,26.01,64071.21
Wheat,Tamil Nadu,Kharif,3103,21.54,66849.71
Cotton,Tamil Nadu,Kharif,1355,25.9,35091.98
Soybean,Gujarat,Rabi,4381,20.27,88824.73
Wheat,Gujarat,Rabi,2038,33.73,68732.17
Maize,Maharashtra,Rabi,3761,26.04,97927.81
Maize,Gujarat,Rabi,3248,26.28,85347.08
Maize,Tamil Nadu,Kharif,3550,19.44,68998.56
Wheat,Tamil Nadu,Rabi,4914,16.72,82145.36
Soybean,Gujarat,Kharif,4864,17.44,84809.95
Maize,Tamil Nadu,Kharif,4901,30.24,148227.59
Wheat,Karnataka,Kharif,2098,15.63,32788.13
Rice,Maharashtra,Rabi,1841,34.58,63655.54
Cotton,Tamil Nadu,Kharif,3795,18.64,70737.22
Wheat,Karnataka,Kharif,1702,23.26,39594.29
Rice,Maharashtra,Kharif,3324,34.38,114265.43
Wheat,Maharashtra,Rabi,4296,30.46,130852.55
Cotton,Maharashtra,Rabi,2123,26.29,55816.03
Soybean,Tamil Nadu,Rabi,3751,15.15,56825.76
Wheat,Gujarat,Rabi,2975,30.9,91924.48
Cotton,Karnataka,Rabi,762,22.36,17036.83
Rice,Tamil Nadu,Kharif,1369,16.82,23021.26
Wheat,Maharashtra,Kharif,726,28.69,20830.51
Maize,Punjab,Rabi,1391,34.82,48438.37
Cotton,Tamil Nadu,Kharif,2904,16.45,47768.63
Wheat,Punjab,Rabi,3381,16.26,54958.84
Rice,Tamil Nadu,Kharif,4283,18.5,79254.12
Maize,Punjab,Rabi,3185,18.06,57506.4
Soybean,Karnataka,Kharif,1130,27.17,30697.86
Rice,Tamil Nadu,Rabi,4477,27.32,122329.33
Wheat,Maharashtra,Kharif,607,22.83,13857.7
Cotton,Punjab,Rabi,2693,24.21,65194.66
Cotton,Punjab,Rabi,558,21.18,11820.9
Cotton,Maharashtra,Rabi,4117,34.98,144025.97
Rice,Tamil Nadu,Kharif,1820,18.95,34491.49
Soybean,Karnataka,Rabi,2245,33.91,76134.87
Soybean,Maharashtra,Rabi,2937,32.82,96390.39
Soybean,Karnataka,Rabi,3105,33.33,103503.42
Cotton,Punjab,Kharif,2481,27.71,68747.73
Cotton,Gujarat,Kharif,2724,30.28,82473.69
Maize,Gujarat,Kharif,1347,19.94,26855.29
Wheat,Gujarat,Kharif,4638,26.01,120648.22
Wheat,Tamil Nadu,Rabi,4080,20.62,84114.72
Cotton,Karnataka,Rabi,4033,20.45,82475.58
Cotton,Tamil Nadu,Kharif,4103,26.38,108218.87
Rice,Maharashtra,Kharif,3676,26.63,97900.12
Rice,Karnataka,Rabi,2974,16.04,47717.61
Wheat,Karnataka,Rabi,2863,16.86,48282.56
Rice,Gujarat,Rabi,2791,17.1,47729.0
Cotton,Karnataka,Kharif,4148,24.26,100635.92
Rice,Maharashtra,Rabi,4447,20.51,91221.52
Soybean,Punjab,Kharif,4760,31.91,151899.94
Maize,Karnataka,Kharif,2075,21.95,45541.5
Soybean,Gujarat,Rabi,3564,24.15,86068.81
Wheat,Maharashtra,Kharif,3622,30.3,109756.99
Soybean,Tamil Nadu,Rabi,3131,17.77,55623.8
Cotton,Tamil Nadu,Kharif,2592,18.06,46810.97
Wheat,Gujarat,Kharif,835,20.32,16965.82
Cotton,Maharashtra,Rabi,3389,31.09,105356.84
Maize,Punjab,Rabi,4205,28.67,120547.55
Cotton,Punjab,Rabi,550,31.78,17477.39
Wheat,Gujarat,Kharif,2430,22.24,54051.26
Maize,Maharashtra,Kharif,3973,21.44,85191.78
Soybean,Tamil Nadu,Rabi,1058,19.5,20633.69
Maize,Tamil Nadu,Rabi,919,31.5,28948.11
Maize,Punjab,Rabi,2695,28.88,77824.21
Cotton,Punjab,Kharif,3153,31.02,97808.69
Maize,Karnataka,Kharif,3665,17.71,64904.56
Rice,Punjab,Kharif,4164,17.81,74174.28
Maize,Punjab,Kharif,1458,21.99,32056.32
Cotton,Gujarat,Rabi,843,31.67,26693.7
Wheat,Maharashtra,Kharif,1557,18.11,28195.54
Soybean,Karnataka,Rabi,3437,34.01,116893.47
Cotton,Karnataka,Rabi,2185,15.82,34556.85
Wheat,Maharashtra,Kharif,1044,30.7,32054.0
Rice,Tamil Nadu,Kharif,4225,30.94,130727.63
Rice,Tamil Nadu,Kharif,1551,31.27,48498.81
Maize,Karnataka,Kharif,1712,25.08,42943.7
Soybean,Gujarat,Rabi,3713,34.4,127731.05
Rice,Tamil Nadu,Rabi,2432,18.45,44881.27
Rice,Tamil Nadu,Rabi,1781,20.47,36454.33
Rice,Maharashtra,Rabi,1890,21.4,40451.79
Maize,Maharashtra,Rabi,4320,21.41,92506.7
Cotton,Gujarat,Rabi,1955,19.56,38230.65
Wheat,Maharashtra,Rabi,3810,16.19,61690.25
Cotton,Maharashtra,Kharif,1453,19.29,28028.46
Wheat,Maharashtra,Rabi,4485,31.36,140668.14
Rice,Punjab,Kharif,757,18.22,13793.17
Maize,Maharashtra,Kharif,1513,22.97,34750.24
Soybean,Maharashtra,Rabi,3004,20.04,60215.16
Soybean,Gujarat,Kharif,4996,18.11,90482.5
Soybean,Maharashtra,Kharif,1105,17.52,19364.64
Cotton,Gujarat,Rabi,4240,25.35,107503.56
Soybean,Maharashtra,Kharif,3283,20.57,67536.3
Wheat,Maharashtra,Kharif,1553,30.8,47832.87
Wheat,Gujarat,Rabi,4393,28.19,123841.63
Soybean,Maharashtra,Kharif,2219,15.11,33535.25
Wheat,Tamil Nadu,Kharif,1784,30.67,54713.28
Wheat,Tamil Nadu,Kharif,3022,23.64,71446.23
Cotton,Gujarat,Rabi,4197,26.27,110270.12
Wheat,Punjab,Rabi,2598,19.32,50198.75
Rice,Gujarat,Rabi,993,24.29,24119.89
Rice,Tamil Nadu,Rabi,4399,15.68,68961.7
Maize,Punjab,Kharif,4483,22.64,101473.16
Rice,Punjab,Kharif,2845,34.26,97457.98
Rice,Maharashtra,Rabi,4825,15.41,74360.36
Cotton,Karnataka,Kharif,4140,29.69,122914.83
Cotton,Punjab,Kharif,2665,33.63,89624.39
Maize,Punjab,Kharif,1644,19.64,32285.26
Soybean,Punjab,Rabi,4418,25.01,110477.46
Cotton,Tamil Nadu,Kharif,3074,28.86,88728.77
Wheat,Gujarat,Rabi,4763,20.31,96721.38
Rice,Maharashtra,Kharif,4838,29.45,142499.29
Soybean,Karnataka,Rabi,1609,27.05,43521.49
Soybean,Gujarat,Rabi,1129,19.68,22213.41
Cotton,Gujarat,Kharif,4271,19.28,82358.89
Cotton,Karnataka,Kharif,938,33.91,31806.53
Wheat,Tamil Nadu,Kharif,3069,15.23,46750.02
Cotton,Gujarat,Rabi,686,32.26,22132.23
Cotton,Tamil Nadu,Kharif,3914,28.46,111403.12
Rice,Karnataka,Kharif,1302,31.14,40538.21
Maize,Gujarat,Rabi,4509,23.28,104977.14
Soybean,Punjab,Rabi,4751,31.15,147995.21
Rice,Punjab,Kharif,4894,15.58,76264.33
Soybean,Maharashtra,Rabi,2031,21.26,43169.24
Wheat,Maharashtra,Kharif,750,15.84,11880.43
Cotton,Gujarat,Kharif,4899,26.19,128281.61
Rice,Tamil Nadu,Rabi,2386,25.78,61505.75
Wheat,Punjab,Rabi,1049,16.29,17093.04
Wheat,Punjab,Rabi,4152,25.0,103807.44
Maize,Gujarat,Rabi,1795,27.85,49991.32
Cotton,Punjab,Rabi,2980,21.45,63916.09
Rice,Karnataka,Kharif,4371,17.48,76415.92
Soybean,Tamil Nadu,Rabi,3798,25.16,95573.91
Soybean,Karnataka,Rabi,1678,33.93,56933.18
Maize,Tamil Nadu,Rabi,4568,28.61,130670.03
Rice,Punjab,Kharif,3031,25.37,76903.07
Soybean,Punjab,Rabi,3073,15.43,47413.55
Maize,Gujarat,Rabi,588,27.56,16202.43
Wheat,Tamil Nadu,Rabi,2969,30.26,89832.07
Soybean,Gujarat,Kharif,4527,27.32,123692.81
Rice,Maharashtra,Rabi,3930,27.87,109525.72
Rice,Tamil Nadu,Rabi,2939,26.04,76528.98
Wheat,Punjab,Kharif,4727,33.64,159002.21
Maize,Tamil Nadu,Rabi,4241,17.2,72930.06
Maize,Maharashtra,Rabi,1802,30.2,54419.03
Maize,Gujarat,Kharif,4115,30.75,126544.87
Maize,Karnataka,Kharif,3939,15.22,59931.97
Soybean,Punjab,Rabi,916,24.1,22076.15
Wheat,Maharashtra,Rabi,504,19.05,9599.77
Maize,Tamil Nadu,Rabi,4063,23.37,94941.12
Maize,Karnataka,Kharif,4532,15.65,70921.64
Rice,Tamil Nadu,Kharif,1850,17.31,32022.46
Cotton,Maharashtra,Rabi,4756,18.35,87278.63
Rice,Maharashtra,Rabi,3594,34.46,123841.79
Rice,Maharashtra,Rabi,4145,23.11,95770.99
Rice,Punjab,Rabi,3165,19.49,61689.86
Wheat,Karnataka,Rabi,3943,25.08,98897.8
Soybean,Tamil Nadu,Kharif,2195,18.23,40006.67
Rice,Punjab,Rabi,4598,31.77,146076.9
Soybean,Gujarat,Kharif,4716,23.12,109011.76
Soybean,Gujarat,Rabi,1475,29.24,43127.68
Wheat,Karnataka,Kharif,4940,34.98,172789.02
Wheat,Punjab,Kharif,1551,24.59,38144.48
Maize,Karnataka,Rabi,575,27.97,16081.69
Rice,Gujarat,Kharif,4440,26.08,115799.77
Cotton,Tamil Nadu,Rabi,4904,24.33,119296.43
Rice,Karnataka,Kharif,4003,17.75,71056.94
Maize,Punjab,Kharif,4385,32.73,143522.41
Maize,Karnataka,Rabi,4461,28.94,129086.05
Wheat,Maharashtra,Kharif,2650,34.01,90121.19
Rice,Maharashtra,Kharif,2933,20.24,59374.28
Soybean,Maharashtra,Kharif,4996,15.64,78124.82
Maize,Karnataka,Rabi,1840,29.03,53417.38
Wheat,Karnataka,Kharif,2332,32.27,75252.47
Maize,Maharashtra,Rabi,4358,34.25,149250.28
Soybean,Tamil Nadu,Rabi,4725,19.04,89979.34
Wheat,Tamil Nadu,Rabi,896,31.99,28659.53
Cotton,Maharashtra,Rabi,2017,23.25,46902.96
Soybean,Punjab,Rabi,2817,32.4,91283.03
Soybean,Karnataka,Kharif,4054,23.75,96286.28
Soybean,Maharashtra,Kharif,635,25.18,15991.71
Maize,Karnataka,Kharif,869,32.31,28073.53
Rice,Maharashtra,Kharif,3306,23.32,77098.5
Rice,Karnataka,Rabi,2577,17.38,44790.15
Cotton,Maharashtra,Rabi,2152,32.08,69036.77
Cotton,Maharashtra,Kharif,3533,23.96,84642.37
Wheat,Tamil Nadu,Rabi,4849,24.16,117172.08
Soybean,Maharashtra,Kharif,2124,30.2,64146.12
Maize,Gujarat,Rabi,1251,20.84,26076.13
Cotton,Gujarat,Kharif,2659,28.14,74821.62
Rice,Tamil Nadu,Rabi,2164,27.17,58802.09
Rice,Punjab,Kharif,1396,26.87,37513.78
Cotton,Gujarat,Rabi,2278,30.34,69123.59
Cotton,Gujarat,Rabi,4712,17.36,81823.85
Soybean,Maharashtra,Kharif,1717,23.49,40324.24
Rice,Maharashtra,Kharif,844,24.82,20945.27
Rice,Maharashtra,Kharif,3465,24.64,85372.05
Maize,Karnataka,Kharif,3898,23.41,91261.81
Rice,Gujarat,Rabi,2458,20.33,49979.09
Maize,Maharashtra,Rabi,2914,24.73,72061.7
Rice,Punjab,Kharif,3915,33.16,129817.54
Rice,Tamil Nadu,Kharif,1094,28.67,31365.32
Wheat,Punjab,Kharif,2560,24.43,62531.38
Soybean,Gujarat,Kharif,4180,21.24,88766.9
Wheat,Maharashtra,Kharif,4455,29.94,133365.95
Maize,Maharashtra,Kharif,4797,21.88,104980.14
Rice,Karnataka,Rabi,3647,20.26,73877.63
Soybean,Gujarat,Kharif,1916,23.17,44397.32
Soybean,Tamil Nadu,Kharif,3147,25.23,79400.99
Soybean,Punjab,Rabi,2046,22.83,46702.27
Soybean,Punjab,Rabi,4804,28.94,139048.42
Rice,Karnataka,Rabi,4417,17.3,76432.22
Maize,Tamil Nadu,Kharif,1871,23.85,44622.71
Rice,Gujarat,Rabi,4732,32.35,153059.6
Wheat,Gujarat,Kharif,4398,33.97,149409.82
Soybean,Maharashtra,Rabi,2522,21.68,54679.54
Rice,Tamil Nadu,Rabi,1453,18.36,26679.43
Soybean,Maharashtra,Rabi,1611,19.99,32202.53
Cotton,Punjab,Kharif,1067,19.53,20838.63
Wheat,Karnataka,Kharif,4785,29.56,141462.48
Soybean,Punjab,Kharif,3782,22.25,84166.59
Soybean,Punjab,Rabi,1666,31.22,52010.13
Maize,Maharashtra,Rabi,3875,33.54,129954.5
Wheat,Karnataka,Kharif,4909,27.56,135299.69
Rice,Karnataka,Rabi,3200,32.02,102473.7
Soybean,Gujarat,Rabi,2764,25.27,69854.66
Rice,Gujarat,Kharif,4146,19.73,81787.58
Maize,Tamil Nadu,Rabi,4310,15.2,65512.75
Soybean,Maharashtra,Rabi,520,32.49,16892.72
Wheat,Gujarat,Kharif,2822,17.29,48783.7
Soybean,Gujarat,Rabi,1487,32.85,48848.39
Wheat,Punjab,Rabi,3272,25.26,82657.05
Cotton,Punjab,Kharif,3295,19.03,62695.47
Cotton,Tamil Nadu,Kharif,4178,18.12,75700.39
Wheat,Karnataka,Kharif,4012,20.96,84080.46
Rice,Karnataka,Rabi,3628,25.14,91192.99
Wheat,Tamil Nadu,Rabi,3801,28.76,109299.72
Maize,Tamil Nadu,Kharif,1144,29.13,33319.54
Wheat,Punjab,Rabi,693,30.26,20973.58
Cotton,Tamil Nadu,Kharif,4579,30.78,140919.78
Wheat,Punjab,Rabi,4781,34.47,164786.07
Cotton,Punjab,Rabi,844,30.55,25782.21
Wheat,Gujarat,Rabi,639,33.32,21288.89
Wheat,Punjab,Kharif,521,22.07,11499.55
Wheat,Maharashtra,Kharif,2327,23.76,55279.55
Wheat,Punjab,Rabi,4768,25.51,121639.89
Rice,Tamil Nadu,Kharif,3188,24.73,78854.2
Soybean,Tamil Nadu,Kharif,3467,26.28,91098.97
Rice,Gujarat,Kharif,733,20.47,15006.98
Rice,Gujarat,Kharif,1485,18.98,28178.22
Maize,Gujarat,Kharif,2015,17.16,34570.81
Cotton,Gujarat,Kharif,627,27.96,17532.11
Rice,Karnataka,Rabi,4762,21.41,101949.16
Cotton,Punjab,Kharif,2430,21.44,52106.82
Cotton,Karnataka,Kharif,3110,32.63,101481.49
Cotton,Karnataka,Rabi,2041,33.76,68908.99
Rice,Karnataka,Rabi,3630,21.68,78685.21
Cotton,Karnataka,Rabi,1204,29.7,35764.61
Rice,Karnataka,Rabi,4969,28.77,142955.87
Rice,Gujarat,Kharif,2516,21.87,55022.55
Maize,Tamil Nadu,Rabi,2012,33.58,67568.61
Wheat,Tamil Nadu,Kharif,1733,20.15,34915.12
Soybean,Punjab,Kharif,4369,19.99,87355.85
Cotton,Punjab,Kharif,2304,31.05,71538.99
Soybean,Karnataka,Rabi,1474,28.08,41390.98
Maize,Tamil Nadu,Rabi,4296,27.95,120055.18
Rice,Punjab,Rabi,3311,18.12,59994.8
Rice,Maharashtra,Rabi,2557,34.84,89075.9
Soybean,Maharashtra,Rabi,2974,22.58,67154.25
Maize,Punjab,Rabi,1301,23.68,30808.73
Soybean,Tamil Nadu,Kharif,4354,22.21,96702.82
Soybean,Tamil Nadu,Kharif,2263,19.3,43686.38
Maize,Tamil Nadu,Rabi,2138,17.25,36881.25
Rice,Maharashtra,Kharif,1324,32.08,42468.39
Cotton,Maharashtra,Kharif,4421,25.58,113109.52
Rice,Maharashtra,Rabi,3568,18.94,67563.51
Rice,Gujarat,Rabi,4438,18.32,81293.27
Cotton,Tamil Nadu,Kharif,3683,26.69,98291.96
Soybean,Punjab,Kharif,2175,33.71,73313.26
Wheat,Gujarat,Kharif,4375,23.66,103526.62
Cotton,Punjab,Kharif,3108,24.71,76802.04
Rice,Maharashtra,Kharif,3251,15.76,51238.04
Rice,Tamil Nadu,Kharif,3415,30.52,104224.06
Wheat,Maharashtra,Rabi,540,21.16,11423.78
Wheat,Gujarat,Rabi,4203,28.83,121191.12
Wheat,Punjab,Kharif,3667,34.32,125843.8
Rice,Gujarat,Rabi,1287,29.96,38561.69
Cotton,Tamil Nadu,Kharif,4256,27.61,117507.32
Rice,Punjab,Kharif,1496,19.82,29648.8
Soybean,Maharashtra,Rabi,1672,22.84,38180.27
Soybean,Punjab,Rabi,4462,33.31,148615.74
Wheat,Tamil Nadu,Kharif,1562,24.53,38321.91
Soybean,Punjab,Rabi,1451,24.75,35914.22
Soybean,Maharashtra,Kharif,3709,31.42,116539.73
Cotton,Punjab,Rabi,2101,27.35,57453.77
Maize,Gujarat,Rabi,3052,31.87,97264.01
Rice,Gujarat,Kharif,2345,25.77,60425.11
Rice,Maharashtra,Rabi,4152,21.8,90499.6
Soybean,Gujarat,Rabi,4848,29.58,143420.76
Rice,Karnataka,Rabi,2619,22.07,57799.16
Maize,Maharashtra,Rabi,4859,32.38,157311.45
Maize,Karnataka,Rabi,3502,27.48,96234.88
Rice,Tamil Nadu,Rabi,1190,34.45,40994.96
Wheat,Maharashtra,Rabi,3927,24.31,95482.19
Rice,Maharashtra,Kharif,2162,18.56,40135.16
Soybean,Gujarat,Kharif,1912,28.43,54364.54
Wheat,Punjab,Kharif,3028,22.92,69392.3
Cotton,Gujarat,Kharif,1162,29.05,33753.3
Cotton,Maharashtra,Rabi,2408,33.92,81690.82
Maize,Maharashtra,Rabi,3170,29.1,92249.66
Wheat,Punjab,Rabi,2835,27.61,78279.41
Soybean,Karnataka,Kharif,4583,34.48,158008.66
Soybean,Maharashtra,Kharif,4627,20.95,96923.26
Maize,Gujarat,Rabi,2229,22.67,50529.85
Wheat,Maharashtra,Rabi,806,20.41,16452.02
Soybean,Tamil Nadu,Rabi,2120,16.84,35706.91
Rice,Karnataka,Rabi,2579,33.03,85194.09
Wheat,Gujarat,Rabi,1542,34.51,53208.77
Soybean,Tamil Nadu,Kharif,2803,17.05,47799.27
Cotton,Karnataka,Kharif,4004,30.59,122497.09
Cotton,Gujarat,Kharif,3339,34.83,116289.26
Cotton,Punjab,Rabi,3006,21.43,64431.75
Maize,Tamil Nadu,Kharif,2120,27.13,57516.56
Wheat,Tamil Nadu,Rabi,2241,19.77,44310.6
Soybean,Maharashtra,Rabi,1899,26.07,49504.97
Wheat,Karnataka,Kharif,2052,18.56,38086.38
Maize,Gujarat,Kharif,2906,25.24,73358.75
Maize,Punjab,Rabi,2550,30.47,77690.28
Rice,Gujarat,Rabi,3900,30.01,117056.49
Maize,Karnataka,Kharif,4832,30.29,146345.44
Maize,Gujarat,Kharif,1425,31.42,44772.82
Cotton,Punjab,Rabi,1741,17.35,30208.7
